Date,Ticker,Open,High,Low,Close,Volume
2024-02-01,AAPL,183.0930302345012,190.11860938477272,178.3761328859448,179.8688201904297,1161627000
2024-03-01,AAPL,178.90266773188267,179.87913026066383,167.88254501002365,170.86175537109375,1432782800
2024-04-01,AAPL,170.57281191937307,177.71696012716552,163.48844496125454,169.71591186523438,1245717000
2024-05-01,AAPL,168.9686048463997,192.30416548670655,168.50029814937872,191.55686950683594,1336537700
2024-06-01,AAPL,192.46521680216347,219.70368840561983,191.7169072263784,210.14527893066406,1723984500
2024-07-01,AAPL,211.6119782112167,236.69531592129363,211.4423631919138,221.5794677734375,1153099800
2024-08-01,AAPL,223.86430185077523,232.39503459426916,195.5582480618006,228.48387145996094,1122667000
2024-09-01,AAPL,228.298835682278,232.83383969623443,213.6849085933523,232.7439422607422,1232140300
2024-10-01,AAPL,229.26776111436263,237.22900328034052,221.08675950966864,225.66172790527344,930736000
2024-11-01,AAPL,220.72716188425724,237.54865157638667,219.4685520732093,237.06918334960938,891640600
2024-12-01,AAPL,237.27000427246094,260.1000061035156,237.16000366210938,250.4199981689453,977916100
2025-01-01,AAPL,248.92999267578125,249.10000610351562,219.3800048828125,238.3000030517578,870497256
2024-02-01,GOOGL,141.60666871125525,148.9002367364293,134.92091322518792,137.95989990234375,647669400
2024-03-01,GOOGL,137.92999122518748,151.71003985720216,130.1980253878257,150.3848419189453,672605900
2024-04-01,GOOGL,150.14571912792314,174.07896457562146,149.05965979188306,162.19204711914062,659471000
2024-05-01,GOOGL,163.7065443995719,178.12427935574635,162.4610594531413,171.87692260742188,542406800
2024-06-01,GOOGL,171.91677628340042,185.37798769432132,170.54177120226996,181.4920654296875,461090300
2024-07-01,GOOGL,182.57818903328322,191.2766649217291,163.65501528070317,171.11654663085938,526128300
2024-08-01,GOOGL,169.82975220018693,173.6203752641516,154.54756102499096,162.97671508789062,550739500
2024-09-01,GOOGL,161.32080264219923,165.73986007950901,146.85659524264824,165.44061279296875,532616600
2024-10-01,GOOGL,167.4980403871689,181.81163804058232,159.55714414691852,170.91412353515625,569309100
2024-11-01,GOOGL,169.87532004334454,182.28110044567703,163.5126017232616,168.756591796875,529990600
2024-12-01,GOOGL,168.57680111569906,201.1894182169629,168.3770331183413,189.0832977294922,645610200
2025-01-01,GOOGL,190.64999389648438,202.2899932861328,187.36000061035156,194.9600067138672,370991077
2024-02-01,AMZN,155.8699951171875,177.22000122070312,155.6199951171875,176.75999450683594,1045061200
2024-03-01,AMZN,176.75,181.6999969482422,171.47000122070312,180.3800048828125,701928900
2024-04-01,AMZN,180.7899932861328,189.77000427246094,166.32000732421875,175.0,917021100
2024-05-01,AMZN,181.63999938964844,191.6999969482422,173.8699951171875,176.44000244140625,892301700
2024-06-01,AMZN,177.6999969482422,199.83999633789062,175.9199981689453,193.25,813276000
2024-07-01,AMZN,193.49000549316406,201.1999969482422,176.8000030517578,186.97999572753906,868061100
2024-08-01,AMZN,189.2899932861328,190.60000610351562,151.61000061035156,178.5,971023900
2024-09-01,AMZN,177.5500030517578,195.3699951171875,171.16000366210938,186.3300018310547,765028800
2024-10-01,AMZN,184.89999389648438,195.61000061035156,180.25,186.39999389648438,733878800
2024-11-01,AMZN,199.0,215.89999389648438,194.30999755859375,207.88999938964844,905937900
2024-12-01,AMZN,209.9600067138672,233.0,209.50999450683594,219.38999938964844,760891000
2025-01-01,AMZN,222.02999877929688,241.77000427246094,216.1999969482422,240.8699951171875,489616321
2024-02-01,TSLA,188.5,205.60000610351562,175.00999450683594,201.8800048828125,2019907700
2024-03-01,TSLA,200.52000427246094,204.52000427246094,160.50999450683594,175.7899932861328,1898904200
2024-04-01,TSLA,176.1699981689453,198.8699951171875,138.8000030517578,183.27999877929688,2478540800
2024-05-01,TSLA,182.0,187.55999755859375,167.75,178.0800018310547,1668180900
2024-06-01,TSLA,178.1300048828125,203.1999969482422,167.41000366210938,197.8800048828125,1407037300
2024-07-01,TSLA,201.02000427246094,271.0,200.85000610351562,232.07000732421875,2946114300
2024-08-01,TSLA,227.69000244140625,231.8699951171875,182.0,214.11000061035156,1618373100
2024-09-01,TSLA,215.25999450683594,264.8599853515625,209.63999938964844,261.6300048828125,1611273300
2024-10-01,TSLA,262.6700134277344,273.5400085449219,212.11000061035156,249.85000610351562,1910807800
2024-11-01,TSLA,252.0399932861328,361.92999267578125,238.8800048828125,345.1600036621094,2091913900
2024-12-01,TSLA,352.3800048828125,488.5400085449219,348.20001220703125,403.8399963378906,1903365900
2025-01-01,TSLA,390.1000061035156,439.739990234375,373.0400085449219,393.4999084472656,1181015092
2024-02-01,NVDA,62.08239741149939,82.37064418207896,61.63252800632742,79.0895767211914,11077899000
2024-03-01,NVDA,79.97731683028034,97.37238476631258,79.41247458945247,90.33038330078125,12149218000
2024-04-01,NVDA,90.27764258298271,92.2031818451182,75.58811754721127,86.38156127929688,10074181000
2024-05-01,NVDA,85.05687958077854,115.79160471211473,81.23577740283362,109.60707092285156,9647971000
2024-06-01,NVDA,113.59412071321947,140.72669223460196,111.97649966998411,123.51077270507812,7442539100
2024-07-01,NVDA,123.4509309654723,136.12896518418492,102.52416335199372,117.00192260742188,6405438600
2024-08-01,NVDA,117.51185028783587,131.2397258867881,90.67599847006275,119.35157012939453,8105367800
2024-09-01,NVDA,115.9920875979338,127.65028306654537,100.93440801148607,121.42124938964844,6272211000
2024-10-01,NVDA,121.76161324747204,144.41005540792236,115.1320724438471,132.7508544921875,5627917200
2024-11-01,NVDA,134.69071995788954,152.87946962660843,131.7909257883243,138.240478515625,4498075300
2024-12-01,NVDA,138.82044239283476,146.52990295987703,126.85126539229769,134.28074645996094,4085855200
2025-01-01,NVDA,136.0,153.1300048828125,116.25,125.58999633789062,3657846383
2024-02-01,PYPL,61.5099983215332,64.9000015258789,55.77000045776367,60.34000015258789,378261000
2024-03-01,PYPL,60.529998779296875,68.20999908447266,57.869998931884766,66.98999786376953,298153800
2024-04-01,PYPL,67.0,70.66200256347656,61.724998474121094,67.91999816894531,257778900
2024-05-01,PYPL,67.0,67.88999938964844,60.849998474121094,62.9900016784668,230517500
2024-06-01,PYPL,63.040000915527344,68.29900360107422,57.209999084472656,58.029998779296875,256822000
2024-07-01,PYPL,58.36000061035156,66.98999786376953,56.970001220703125,65.77999877929688,270887100
2024-08-01,PYPL,65.77999877929688,73.93000030517578,58.650001525878906,72.43000030517578,267603800
2024-09-01,PYPL,71.75499725341797,80.62999725341797,67.1500015258789,78.02999877929688,241454200
2024-10-01,PYPL,78.20999908447266,83.69999694824219,76.04000091552734,79.30000305175781,234319000
2024-11-01,PYPL,77.86499786376953,88.73999786376953,76.45999908447266,86.7699966430664,183557900
2024-12-01,PYPL,86.55000305175781,93.66000366210938,84.5,85.3499984741211,173298600
2025-01-01,PYPL,85.83499908447266,93.24500274658203,81.79000091552734,88.87000274658203,131128871
2024-02-01,ADBE,619.0,638.25,528.010009765625,560.280029296875,71223400
2024-03-01,ADBE,561.1099853515625,585.3499755859375,485.0,504.6000061035156,97926600
2024-04-01,ADBE,504.989990234375,506.9200134277344,462.2799987792969,462.8299865722656,64948000
2024-05-01,ADBE,461.1199951171875,496.760009765625,433.9700012207031,444.760009765625,63592000
2024-06-01,ADBE,447.5799865722656,558.47998046875,436.5799865722656,555.5399780273438,92072100
2024-07-01,ADBE,551.3699951171875,580.5499877929688,527.5900268554688,551.6500244140625,51420600
2024-08-01,ADBE,549.989990234375,578.4000244140625,500.0,574.4099731445312,41274200
2024-09-01,ADBE,576.2999877929688,587.75,506.489990234375,517.780029296875,71622300
2024-10-01,ADBE,517.4500122070312,519.0,477.3800048828125,478.0799865722656,61014000
2024-11-01,ADBE,475.4100036621094,539.9199829101562,475.04998779296875,515.9299926757812,53600700
2024-12-01,ADBE,512.8499755859375,557.9000244140625,432.4700012207031,444.67999267578125,105644000
2025-01-01,ADBE,447.760009765625,450.1199951171875,403.75,443.1000061035156,60917644
2024-02-01,NFLX,567.02001953125,605.3599853515625,549.0,602.9199829101562,71652900
2024-03-01,NFLX,599.8099975585938,634.3900146484375,592.0,607.3300170898438,60140100
2024-04-01,NFLX,608.0,639.0,542.010009765625,550.6400146484375,93979800
2024-05-01,NFLX,547.8400268554688,664.25,544.25,641.6199951171875,69001800
2024-06-01,NFLX,645.219970703125,689.8800048828125,626.4400024414062,674.8800048828125,54272200
2024-07-01,NFLX,674.8900146484375,697.489990234375,617.0,628.3499755859375,80908700
2024-08-01,NFLX,629.25,711.3300170898438,587.0399780273438,701.3499755859375,67317700
2024-09-01,NFLX,700.0999755859375,725.260009765625,660.7999877929688,709.27001953125,53108400
2024-10-01,NFLX,713.6400146484375,773.0,677.8800048828125,756.030029296875,85336900
2024-11-01,NFLX,753.47998046875,908.0,747.77001953125,886.8099975585938,64164400
2024-12-01,NFLX,887.510009765625,941.75,884.1199951171875,891.3200073242188,57207000
2025-01-01,NFLX,895.5,999.0,823.52001953125,976.1799926757812,73500102
